INSTNM,CITY,STABBR,ZIP,INSTURL,CURROPER,CCBASIC,CCUGPROF,CCSIZSET,YEARS,HCM2,main,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,first_gen,DISTANCEONLY,UGDS,UG,NPT4_ALL,NPT4_LOW,NPT4_MID,NPT4_HIGH,NPT4_PUB,NPT4_PRIV,NPT4_048_PUB,NPT4_048_PRIV,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,C150_4_POOLED,C150_L4_POOLED,RPY_3YR_RT,LO_INC_RPY_3YR_RT,MD_INC_RPY_3YR_RT,HI_INC_RPY_3YR_RT,DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,GRAD_DEBT_MDN10YR,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,gt_25k_p6,mn_earn_wne_p6,md_earn_wne_p6,pct10_earn_wne_p6,pct25_earn_wne_p6,pct75_earn_wne_p6,pct90_earn_wne_p6,mn_earn_wne_inc1_p6,mn_earn_wne_inc2_p6,mn_earn_wne_inc3_p6,gt_25k_p10,count_nwne_p10,count_wne_p10,mn_earn_wne_p10,md_earn_wne_p10,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10,mn_earn_wne_inc1_p10,mn_earn_wne_inc2_p10,mn_earn_wne_inc3_p10
Chipola College,Marianna,FL,32446-2053,www.chipola.edu,1,12,5,9,4,0,1,1,2,3,1,30.7906,-85.2319,NULL,0.50999999,0,1635,1845,3926,NULL,NULL,NULL,3926,NULL,3543,NULL,4585,NULL,8873,NULL,3120,8950,NULL,0.474644478,NULL,0.553846154,0.552631579,NULL,NULL,4500,4500,3750,NULL,64.5251146,12000,8250,2623,1750,0.456431538,25600,22900,5900,12100,33900,44900,NULL,NULL,NULL,0.585131884,70,417,31900,29700,6800,17200,41500,55200,NULL,NULL,NULL
Clearwater Christian College,Clearwater,FL,33759-4595,www.clearwater.edu,1,21,11,8,4,0,1,1,3,4,2,27.9636,-82.6973,0.7009,0.25999999,0,491,649,17476,15426,15577,20610,NULL,17476,NULL,15426,NULL,15577,NULL,20610,17125,17125,NULL,0.46966901,NULL,0.891666667,NULL,0.895238095,NULL,13000,14000,11375,12500,215.1022188,31000,24628,5500,3250,0.573913038,30500,28400,7000,16100,40400,53700,27200,29700,34700,0.689189196,46,222,39100,34700,8400,20500,50100,74100,34200,37200,46200
Daytona State College,Daytona Beach,FL,32114,www.DaytonaState.edu,1,12,5,12,4,0,1,1,2,3,1,29.2023,-81.0513,NULL,0.460000008,0,12993,10420,7150,NULL,NULL,NULL,7150,NULL,6330,NULL,7972,NULL,10896,NULL,3321,12391,NULL,0.328523712,NULL,0.484981796,0.422781775,0.582471089,0.645614035,6250,6919.5,5500,4961,103.5044122,24750,13250,3300,1750,0.444702238,26100,22700,5000,12700,35500,50300,23800,29200,30900,0.537847221,837,2880,31200,27000,4600,13300,42400,59300,28200,36500,34700
South University-West Palm Beach,Royal Palm Beach,FL,33411,www.southuniversity.edu,1,22,6,6,4,0,0,16,3,4,3,26.6917,-80.1997,0.65,0.5,0,972,381,24052,23185,25959,28808,NULL,24052,NULL,23185,NULL,25959,NULL,28808,16360,16360,NULL,0.173950435,NULL,0.349280501,0.297383876,0.433681893,0.608558842,9500,8666.5,10377,12160,301.6093924,33447,19713,4750,2334,0.606406331,38200,31600,7600,17500,53500,74600,26600,40900,60700,0.607204139,266,1166,35500,29800,7100,16600,45900,67200,30200,41900,45300
Eckerd College,Saint Petersburg,FL,33711-4700,www.eckerd.edu,1,21,12,11,4,0,1,1,3,3,2,27.719,-82.686,0.7104,0.239999995,0,2163,1572,29864,24719,26989,32028,NULL,29864,NULL,24719,NULL,26989,NULL,32028,37362,37362,NULL,0.631147266,NULL,0.81195757,NULL,0.798319328,0.877659574,23000,NULL,23000,22035.5,299.75535,36849,28000,11826,5500,0.603318274,34100,30100,7000,17700,42800,60800,32900,37100,32800,0.741350889,115,607,45900,40800,8200,24300,61600,82700,40800,44200,50100
Edison State College,Fort Myers,FL,33919-0000,www.edison.edu,1,12,5,12,4,0,1,1,2,3,1,26.5547,-81.8874,NULL,0.529999971,0,12850,8919,11702,NULL,NULL,NULL,11702,NULL,10956,NULL,12600,NULL,15388,NULL,3281,12979,NULL,0.295255712,NULL,0.611968385,0.554965883,0.651465798,0.712401055,5944,6500,5855,5250,108.2449875,19500,12250,3500,1750,0.556291401,30100,27500,6600,16400,40300,56400,28700,32300,30600,0.634430707,299,1458,35000,32300,6900,18000,47500,64100,33400,37200,40000
Edward Waters College,Jacksonville,FL,32209,www.ewc.edu,1,22,9,7,4,0,1,1,3,3,2,30.3451,-81.6848,0.2732,0.49000001,0,862,987,12443,12191,12369,16538,NULL,12443,NULL,12191,NULL,12369,NULL,16538,11525,11525,NULL,0.213902778,NULL,0.27027027,0.261127596,0.267857143,NULL,11351,11250,12269,NULL,354.810416,42477,26250,5500,2750,0.337801605,21800,19600,2200,9200,30400,41800,NULL,NULL,NULL,0.51779139,200,815,29100,25600,5500,14300,39400,55100,26100,34700,30900
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,32114-3900,www.erau.edu,1,19,11,13,4,0,1,2,3,4,2,29.1892,-81.0495,0.7405,0.319999993,0,4666,11289,34497,31444,33847,36964,NULL,34497,NULL,31444,NULL,33847,NULL,36964,31334,31334,NULL,0.57634,NULL,0.865240345,0.808695652,0.869873817,NULL,16500,15625,15625,18375,288.6533,36788,28025,6625,3544,0.773428679,50100,44500,13300,26700,68100,87800,48900,51800,49200,0.884715021,250,3088,65500,60900,22400,39400,84500,115500,62500,65100,68100
Florida Agricultural and Mechanical University,Tallahassee,FL,32307,www.famu.edu,1,17,9,17,4,0,1,1,3,4,1,30.4286,-84.2857,0.45,0.340000004,0,8825,10707,11905,NULL,NULL,NULL,11905,NULL,10706,NULL,12684,NULL,16896,NULL,5785,17725,NULL,0.403675606,NULL,0.569454205,0.557234432,0.572631579,NULL,20750,20427,22000,19750,302.8028627,43500,32000,10956,5500,0.536938667,32800,26700,7100,15200,41200,63000,31900,32000,35900,0.711994648,335,2993,44600,37300,9800,22400,56800,88900,42300,44200,49300
Florida Atlantic University,Boca Raton,FL,33431-0991,www.fau.edu/,1,16,6,15,4,0,1,1,3,4,1,26.3725,-80.1023,0.4773,0.400000006,0,24685,17496,13242,NULL,NULL,NULL,13242,NULL,10836,NULL,13317,NULL,17249,NULL,4790,17234,NULL,0.410684441,NULL,0.788629979,0.752972259,0.801944729,NULL,12500,12500,12500,11130,191.5103625,31508,23277,5518,3250,0.661774814,36000,33800,9300,20200,46500,64900,34200,37300,37900,0.76164031,722,4682,46900,41400,11000,25900,58200,84800,45600,47500,48900
Florida State College at Jacksonville,Jacksonville,FL,32202,www.fscj.edu,1,12,5,15,4,0,1,1,2,3,1,30.3349,-81.6599,NULL,0.469999999,0,25018,20838,7460,NULL,NULL,NULL,7460,NULL,6217,NULL,8047,NULL,10338,NULL,2830,9944,NULL,0.339007054,NULL,0.559972701,0.507336872,0.6124197,0.665653495,6063,6264,5828,5500,99.91845,19747,11565.5,3500,1750,0.521884859,28400,25700,5700,14000,39000,53700,25800,31800,32000,0.628799975,1079,4375,35000,32100,7400,18000,47100,65100,31600,38100,43200
Flagler College-St Augustine,Saint Augustine,FL,32084,www.flagler.edu,1,22,11,10,4,0,1,2,3,3,2,29.8934,-81.3153,0.4987,0.319999993,0,2839,1830,21011,18229,20040,23679,NULL,21011,NULL,18229,NULL,20040,NULL,23679,16180,16180,NULL,0.638818511,NULL,0.882969432,NULL,0.889473684,NULL,16500,17828,17243,15000,262.4302579,32750,27000,7500,4500,0.614349782,30400,29600,8400,18200,39500,51400,29700,32100,29400,0.743295014,97,783,40200,37200,9800,24600,48100,69300,34200,40600,43100
Florida College,Temple Terrace,FL,33617-5527,www.floridacollege.edu,1,23,10,8,4,0,1,1,2,3,2,28.0349,-82.3834,0.5875,0.270000011,0,558,537,19028,15648,17346,22350,NULL,19028,NULL,15648,NULL,17346,NULL,22350,14490,14490,NULL,0.532895395,NULL,0.887417219,0.810344828,0.908396947,0.902654867,10750,NULL,11500,8750,133.2246,27000,18091,5500,3250,0.593073606,28400,28000,7500,15900,38800,48800,NULL,NULL,NULL,0.715555549,72,225,40800,36900,6700,21400,53800,72800,NULL,NULL,NULL
Concorde Career Institute-Jacksonville,Jacksonville,FL,32256-6905,www.concorde.edu,1,10,4,2,2,0,1,2,1,2,3,30.3275,-81.5738,1,0.550000012,0,630,276,21114,21101,21378,NULL,NULL,21114,NULL,21101,NULL,21378,NULL,NULL,NULL,NULL,14600,NULL,0.8133625,0.418062637,0.378509197,0.494584838,NULL,9500,9500,9500,NULL,105.469475,19244.5,12506,6333,3167,0.321759254,20000,18100,3300,9900,27900,37100,NULL,NULL,NULL,0.38967973,202,562,22500,20700,4200,11600,30300,41000,21600,23900,NULL
Florida Institute of Technology,Melbourne,FL,32901-6975,www.fit.edu,1,17,12,14,4,0,1,1,3,4,2,28.0645,-80.6246,0.6045,0.25,0,3191,2033,30624,27536,30563,32076,NULL,30624,NULL,27536,NULL,30563,NULL,32076,36020,36020,NULL,0.544826415,NULL,0.572869955,0.436315789,NULL,NULL,8509,6250,11081,15500,290.4074239,38582,23000,3562,2275,0.734306574,41500,37600,12900,23600,56500,74700,40700,38800,43600,0.849749565,62,599,55200,53100,20400,34000,74000,92300,51200,52900,58600
Florida International University,Miami,FL,33199,www.fiu.edu,1,16,8,15,4,0,1,1,3,4,1,25.7571,-80.3776,0.4304,0.379999995,0,38234,26222,12266,NULL,NULL,NULL,12266,NULL,9763,NULL,12611,NULL,15379,NULL,6496,18895,NULL,0.500913288,NULL,0.781070862,0.761200429,0.802729045,0.820261438,13750,14250,13812.5,12250,197.0613875,36357,25379,6250,3250,0.676269293,37100,34200,9000,20400,49500,67000,36600,37500,38200,0.790681005,780,5580,49800,45100,12500,28900,65200,88000,48300,51200,52400
Florida Keys Community College,Key West,FL,33040,www.fkcc.edu,1,1,1,2,2,0,1,1,2,2,1,24.5827,-81.7445,NULL,0.5,0,964,1625,12251,NULL,NULL,NULL,12251,NULL,11354,NULL,12122,NULL,18699,NULL,3276,10726,NULL,NULL,0.324315315,0.604651163,0.5375,NULL,NULL,9500,9500,9500,NULL,116.571525,25250,16000,4750,2375,0.444915265,25700,21600,3700,11300,35600,52900,NULL,NULL,NULL,0.542435408,93,271,32200,27100,3300,12300,46200,63100,NULL,NULL,NULL
Florida Memorial University,Miami Gardens,FL,33054-6199,www.fmuniv.edu,1,20,12,10,4,0,1,1,3,4,2,25.9179,-80.2707,0.4159,0.49000001,0,1517,1985,16493,15657,16410,17495,NULL,16493,NULL,15657,NULL,16410,NULL,17495,14776,14776,NULL,0.404415339,NULL,0.288409704,0.263358779,0.347169811,NULL,23750,24250,23750,15000,494.041225,54562.5,44250,9500,4750,0.422399998,23700,21100,4300,10700,32800,44400,22500,25900,25000,0.555679262,207,898,31500,27700,5500,14800,41200,54300,30100,34200,31800
Florida Career College-Miami,Miami,FL,33174,www.careercollege.edu,1,14,9,12,4,0,1,1,1,3,3,25.7553,-80.3667,NULL,0.600000024,0,5818,971,41874,41796,42884,46063,NULL,41874,NULL,41796,NULL,42884,NULL,46063,18184,18184,NULL,0.538942072,NULL,0.297611362,0.274766661,0.363507779,NULL,9500,9500,9500,9500,105.469475,20000,12834,6333,3167,0.364456981,21100,19500,3700,10400,29400,38500,19400,24600,29300,0.661016941,286,1062,37700,34300,8400,19600,51000,68600,33700,42600,42600
Florida Southern College,Lakeland,FL,33801-5698,www.flsouthern.edu,1,22,10,11,4,0,1,1,3,4,2,28.0315,-81.9458,0.4989,0.340000004,0,2379,2334,21558,18212,19975,23910,NULL,21558,NULL,18212,NULL,19975,NULL,23910,28580,28580,NULL,0.565856228,NULL,0.824582339,NULL,0.822485207,NULL,18375,NULL,19756,17750,277.55125,34500,27000,8915.5,4750,0.620933533,31400,30800,9400,17800,40400,52400,32600,32100,29900,0.725806475,87,806,40400,37600,9400,23400,51300,69400,39800,40200,41400
Florida State University,Tallahassee,FL,32306-1037,www.fsu.edu,1,15,13,15,4,0,1,1,3,4,1,30.4397,-84.2909,0.5681,0.289999992,0,32086,27021,14691,NULL,NULL,NULL,14691,NULL,12072,NULL,14270,NULL,17902,NULL,6507,21673,NULL,0.75999095,NULL,0.856627809,0.803642987,0.871433482,NULL,18750,18500,18999.5,18750,233.14305,33500,28250,9500,4821,0.688732862,37000,34100,10300,21400,46300,63000,38400,36500,36400,0.801855445,736,7222,50200,44000,14900,29500,63200,87300,48600,49900,51800
Florida Technical College,Orlando,FL,32826,www.ftccollege.edu,1,10,4,2,2,0,1,1,1,2,3,28.5737,-81.201,NULL,0.569999993,0,4330,571,14055,13956,14832,17047,NULL,14055,NULL,13956,NULL,14832,NULL,17047,NULL,NULL,16964,0.602,NULL,0.396583564,0.36259323,0.5,0.718309859,9500,9500,10713,9837,136.2221535,20000,13250,4750,1619,0.388387084,22500,20900,3200,11000,30400,41300,19400,27100,31900,0.529968441,229,634,30300,26900,4600,14500,42300,57900,26300,35100,NULL
University of Southernmost Florida,Jacksonville,FL,32225,www.usmf.edu,1,10,4,1,2,0,1,2,2,2,3,30.3262,-81.55,NULL,0.529999971,0,99,278,8580,8432,9295,11673,NULL,8580,NULL,8432,NULL,9295,NULL,11673,11103,11103,NULL,0.1477,NULL,0.363112392,0.334494774,NULL,NULL,12347.5,12000,NULL,NULL,172.3593263,20000,18250,6113,3033,0.386206895,22500,20200,3800,9700,31500,45800,NULL,NULL,NULL,0.592727244,56,275,32700,29800,5200,13800,44400,62300,NULL,NULL,NULL
University of Florida,Gainesville,FL,32611,www.ufl.edu/,1,15,12,16,4,0,1,1,3,4,1,29.6382,-82.3612,0.4655,0.280000001,0,32346,32680,12582,NULL,NULL,NULL,12582,NULL,8275,NULL,8925,NULL,15563,NULL,6263,28541,NULL,0.858173311,NULL,0.878139535,0.845020098,0.884683099,NULL,14546,13116,15000,15000,168.0017716,29000,22617,7500,3950,0.726706922,45100,38500,10800,23400,57600,81200,45500,43800,46000,0.833858013,699,6988,59900,51300,15900,33800,77600,109000,59100,58700,61800
Full Sail University,Winter Park,FL,32792-7429,www.fullsail.edu,1,18,9,12,4,0,1,1,3,4,3,28.5965,-81.3013,NULL,0.300000012,0,18880,1910,29945,29818,29572,30311,NULL,29945,NULL,29818,NULL,29572,NULL,30311,22088,22088,NULL,0.785378357,NULL,0.57482499,0.443418623,0.618347694,NULL,14750,12500,19250,19500,342.4205282,40822,26250,6545,4750,0.554998934,31900,28200,6000,14900,43100,61300,31900,32100,31800,0.647847593,523,2834,40600,34100,7300,18400,53600,78000,37600,41900,42400
Gulf Coast State College,Panama City,FL,32401,www.gulfcoast.edu/default.htm,1,3,1,3,2,0,1,1,2,3,1,30.1861,-85.7272,NULL,0.5,0,3643,5341,5057,NULL,NULL,NULL,5057,NULL,4733,NULL,6191,NULL,5657,NULL,2765,10072,NULL,0.348882822,NULL,0.589350181,0.549275362,0.636054422,NULL,5500,5523,6000,5089,77.54781925,16719,10500,3000,1750,0.46069181,25600,23000,3900,11600,35800,48400,23600,29400,28400,0.588039875,381,1505,31900,29900,4900,15200,42600,59100,29300,35900,40600
Key College,Dania Beach,FL,33004-3046,www.keycollege.edu,1,10,4,1,2,0,1,1,2,2,3,26.0528,-80.1399,NULL,0.50999999,0,68,168,17195,17043,17886,NULL,NULL,17195,NULL,17043,NULL,17886,NULL,NULL,11085,11085,NULL,NULL,0.420454545,0.605263158,0.571428571,NULL,NULL,10889,11281,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,26100,23100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.653061211,39,98,33800,33000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hillsborough Community College,Tampa,FL,33606-3584,www.hccfl.edu,1,7,2,5,2,0,1,1,2,2,1,27.9345,-82.4569,NULL,0.469999999,0,23596,18497,5776,NULL,NULL,NULL,5776,NULL,5771,NULL,6870,NULL,6584,NULL,2506,9111,NULL,NULL,0.262103143,0.567505193,0.535125759,0.599272727,0.625423729,7000,7750,6484.5,5750,111.0205,20000,12089.5,4250,2585,0.529304028,28900,26200,5900,14300,39300,54100,27200,30900,34800,0.626782894,829,3786,35800,32500,7300,17100,48300,66700,33700,38100,42600
Indian River State College,Fort Pierce,FL,34981-5596,www.irsc.edu,1,12,5,12,4,0,1,1,2,3,1,27.4231,-80.3579,NULL,0.519999981,0,13993,13186,1918,NULL,NULL,NULL,1918,NULL,1556,NULL,2758,NULL,3446,NULL,2764,10201,NULL,0.408439027,NULL,0.556070436,0.51142632,0.621374046,0.616580311,5056,5694,4500,4500,86.0408875,16706,9879,2750,1750,0.457350284,25900,23200,5500,13100,34900,48600,24500,28200,28700,0.578620255,389,1609,32500,28700,7100,16500,43300,61400,30600,35600,39000
Jacksonville University,Jacksonville,FL,32211-3394,www.jacksonville.edu,1,19,8,10,4,0,1,1,3,4,2,30.3503,-81.6071,0.4737,0.370000005,0,3360,1814,21216,17936,19075,26174,NULL,21216,NULL,17936,NULL,19075,NULL,26174,29900,29900,NULL,0.39385121,NULL,0.796752226,0.746835443,0.819832402,NULL,15000,NULL,14775,15281.5,247.9531847,33500,25000,7500,4166,0.696640313,40900,36800,8700,21500,55400,75100,34000,40400,45700,0.80427444,118,889,53200,47700,13800,30100,69100,91700,44900,51700,60100
Jones College-Jacksonville,Jacksonville,FL,32211,www.jones.edu,1,22,5,6,4,0,1,1,2,3,2,30.328,-81.6101,NULL,0.519999981,0,445,654,13007,13007,NULL,NULL,NULL,13007,NULL,13007,NULL,NULL,NULL,NULL,7410,7410,NULL,0.2973,NULL,0.412408759,0.395784543,0.438202247,NULL,18856,17845,19654,NULL,425.1085966,46965,34848,5750,2402,0.497326195,27000,24400,8200,14500,35200,47800,NULL,NULL,NULL,0.552486181,135,543,31500,28300,4700,13800,41600,59800,NULL,NULL,NULL
Keiser University-Ft Lauderdale,Fort Lauderdale,FL,33309,www.keiseruniversity.edu,1,23,6,15,4,0,1,14,2,4,2,26.1859,-80.164,0.9331,0.5,0,15788,536,22933,22275,23843,26835,NULL,22933,NULL,22275,NULL,23843,NULL,26835,16284,16284,NULL,0.562311111,NULL,0.468016739,0.436408697,0.506351039,0.613386613,19200,19000,20000,18474,305.306375,41000,30063,9500,4750,0.549784839,30300,27200,6400,14900,40200,58100,26300,33700,42500,0.587450981,642,2550,33200,29600,4900,15000,44700,62400,29300,37400,45900
Heritage Institute-Ft Myers,Fort Myers,FL,33912,heritage-education.com,1,10,4,2,2,0,1,1,2,2,3,26.5409,-81.8425,NULL,0.639999986,0,614,14,19111,19105,19429,NULL,NULL,19111,NULL,19105,NULL,19429,NULL,NULL,NULL,NULL,23908,NULL,0.650474348,0.352578907,0.33748702,0.384057971,0.45,9500,9500,9921.5,NULL,155.1067406,17375,16792,7875,4104,0.294117659,20400,18400,4900,11200,26500,38000,NULL,NULL,NULL,0.444444448,26,63,24500,23500,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Florida Gateway College,Lake City,FL,32025-2007,https://www.fgc.edu/,1,2,2,2,2,0,1,1,2,2,1,30.1743,-82.5697,NULL,0.529999971,0,2234,2143,4571,NULL,NULL,NULL,4571,NULL,4218,NULL,5203,NULL,6601,NULL,3100,11747,NULL,0.383374678,NULL,0.608602151,0.600694444,0.614814815,NULL,3730,3750,4290,3500,49.959225,11375,7000,2278,1485,0.489851147,26800,24300,5900,13400,36700,51700,NULL,NULL,NULL,0.603021979,174,728,33800,30200,6000,15900,45800,64700,NULL,NULL,NULL
Lake-Sumter State College,Leesburg,FL,34788-8751,www.lssc.edu,1,5,1,3,2,0,1,1,2,2,1,28.8302,-81.7977,NULL,0.529999971,0,3510,2751,3886,NULL,NULL,NULL,3886,NULL,3510,NULL,4601,NULL,7592,NULL,3172,13276,NULL,0.346806734,NULL,0.655518395,0.569343066,NULL,NULL,3868.5,4500,3750,NULL,70.77556875,14625,8302,2250,1750,0.462025315,26900,23400,5400,13700,35900,52000,NULL,NULL,NULL,0.588034213,137,585,33300,30400,6400,15400,43800,63000,NULL,NULL,NULL
State College of Florida-Manatee-Sarasota,Bradenton,FL,34207,www.scf.edu,1,7,2,4,2,0,1,1,2,3,1,27.4361,-82.5917,NULL,0.469999999,0,9421,7834,10219,NULL,NULL,NULL,10219,NULL,10191,NULL,11280,NULL,15137,NULL,3074,11597,NULL,0.333048586,NULL,0.477717391,0.41754534,0.581395349,0.621794872,6548.5,7000,6060,5602,108.2449875,28018,14250,3500,1750,0.485143453,27200,24400,5300,13400,37800,52200,24800,30200,33700,0.580394208,473,1928,33500,29600,5900,15600,45500,65500,30800,36800,42300
Trinity International University-Florida,Davie,FL,33324,www.florida.tiu.edu,1,22,5,6,4,0,0,3,3,4,2,26.0997,-80.2572,NULL,0.379999995,0,257,246,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.766759777,0.686346863,NULL,NULL,20422,17826,22526.5,NULL,310.862951,44376,31000,8750,4000,0.58011049,31700,29100,6000,16400,40100,55900,30700,34200,30300,0.732718885,113,651,43200,38200,8800,22900,56700,76100,41700,41900,45300
Miami Dade College,Miami,FL,33132-2204,www.mdc.edu/main/,1,12,5,15,4,0,1,1,2,3,1,25.7777,-80.1909,NULL,0.5,0,61684,46834,14614,NULL,NULL,NULL,14614,NULL,14449,NULL,15441,NULL,18946,NULL,3426,11955,NULL,0.312900546,NULL,0.684167125,0.671471927,0.732375979,0.684210526,8000,9000,6500,5500,105.469475,22826,14402,4500,2750,0.472550631,27300,23900,6100,13300,36000,51600,26300,29900,39400,0.607697308,4266,20033,34700,30500,7900,16700,46100,65800,33300,38700,45300
University of Miami,Coral Gables,FL,33146,www.miami.edu/,1,15,13,16,4,0,1,1,3,4,2,25.7204,-80.2765,0.4044,0.230000004,0,11246,8955,30394,21802,26436,37371,NULL,30394,NULL,21802,NULL,26436,NULL,37371,42852,42852,NULL,0.811102237,NULL,0.896731055,NULL,0.904645477,NULL,18750,18750,20000,18187,235.9185625,33500,27000,10000,5500,0.742588222,50500,43200,10100,24300,64800,88400,55200,50900,46800,0.811754704,303,2348,64000,52400,12300,31400,77800,112900,71200,61000,61300
Remington College-Tampa Campus,Tampa,FL,33619,www.remingtoncollege.edu/tampa-technical-school-overview,1,23,9,6,4,0,0,19,1,3,2,27.9835,-82.386,0.806,0.589999974,0,189,1244,19573,19303,21034,24209,NULL,19573,NULL,19303,NULL,21034,NULL,24209,15995,15995,NULL,0.540395455,NULL,0.438846641,0.409254089,0.521653543,0.666666667,9500,9500,9500,9500,105.469475,14120,9500,4750,2750,0.367758185,21100,19300,3600,10100,28900,37900,19300,25900,27400,0.578966498,705,2748,32000,28900,5100,15200,43200,59700,28400,36700,37500
Lincoln College of Technology-West Palm Beach,West Palm Beach,FL,33407,www.lincolntech.com,1,14,9,9,4,0,0,14,1,3,3,26.7582,-80.0948,NULL,0.479999989,0,738,836,20743,20180,21535,25044,NULL,20743,NULL,20180,NULL,21535,NULL,25044,14624,14624,NULL,0.535578846,NULL,0.390612133,0.340303479,0.484053863,NULL,8228,8356,8938,6855,105.5138832,16500,11172,4009,1702,0.454833597,24900,22800,4800,11900,34800,47400,22100,28700,30100,0.620041728,246,958,33900,31400,6600,16200,46300,62000,30400,37300,38700
North Florida Community College,Madison,FL,32340,www.nfcc.edu,1,1,1,2,2,0,1,1,2,2,1,30.4739,-83.4219,NULL,0.629999995,0,898,1358,3372,NULL,NULL,NULL,3372,NULL,3088,NULL,4573,NULL,NULL,NULL,3054,11400,NULL,NULL,0.436486188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.449591279,24700,22300,3300,11400,35000,46100,NULL,NULL,NULL,0.557275534,77,323,28100,27300,6700,14000,36900,48000,NULL,NULL,NULL
University of North Florida,Jacksonville,FL,32224-7699,www.unf.edu,1,18,8,15,4,0,1,1,3,4,1,30.2709,-81.5079,0.5343,0.340000004,0,14006,10663,11528,NULL,NULL,NULL,11528,NULL,7415,NULL,11117,NULL,16215,NULL,6353,20756,NULL,0.489176471,NULL,0.827050433,0.785899094,0.842105263,NULL,14000,14750,13754.5,13100,194.052732,31000,23990,7175,3750,0.691362023,35600,34300,9800,21300,46000,62100,34600,36600,35500,0.774242401,369,2640,46200,41600,11700,27100,59000,82600,44600,47400,46900
Nova Southeastern University,Fort Lauderdale,FL,33314-7796,www.nova.edu,1,16,7,15,4,0,1,1,3,4,2,26.0793,-80.2425,0.5746,0.409999996,0,5053,4110,27998,25663,27600,31300,NULL,27998,NULL,25663,NULL,27600,NULL,31300,25430,25430,NULL,0.4109809,NULL,0.702920443,0.649463807,0.73340249,NULL,19482,20000,20176.5,16750,294.204325,43250,32740.5,8765,4250,0.720636666,45900,39700,10300,22800,60700,89000,44000,45300,52000,0.813449025,279,1844,55800,46500,13300,31200,71300,112300,53700,55900,60100
Northwest Florida State College,Niceville,FL,32578-1295,www.nwfsc.edu/,1,12,5,12,4,0,1,1,2,3,1,30.5371,-86.4755,NULL,0.449999988,0,5549,6663,8362,NULL,NULL,NULL,8362,NULL,8102,NULL,9425,NULL,NULL,NULL,3064,11373,NULL,0.420743542,NULL,0.6747851,0.629526462,0.707627119,NULL,3500,4000,3500,3500,52.6681252,10985,7000,2250,1750,0.434951454,26500,22200,4400,12100,34200,50100,23200,33000,31200,0.579686224,330,1211,32500,29500,6400,16100,42800,62300,NULL,NULL,NULL
Everest University-North Orlando,Orlando,FL,32810,www.everest.edu/campus/north_orlando,1,23,6,9,4,0,1,3,1,4,3,28.6109,-81.3874,NULL,0.519999981,0,714,826,21330,21096,21796,26001,NULL,21330,NULL,21096,NULL,21796,NULL,26001,14436,14436,NULL,0.366249574,NULL,0.220157978,0.202081462,0.30701347,0.40433213,6755,6365,12667,10500,305.306375,29257,16726,3230,2642,0.392470598,23500,20500,3300,10400,31800,45500,20000,29400,35000,0.505393922,804,3059,28200,25300,5000,13700,38100,53200,24800,32800,38700
Palm Beach Atlantic University,West Palm Beach,FL,33401,www.pba.edu,1,19,11,11,4,0,1,1,3,4,2,26.7046,-80.0498,0.8412,0.319999993,0,2501,1964,22152,18666,20459,25979,NULL,22152,NULL,18666,NULL,20459,NULL,25979,25532,25532,NULL,0.484577435,NULL,0.782780411,0.674832962,0.819221968,NULL,16297,16250,18454,15000,277.55125,35125,27000,6500,3777,0.636470616,35800,33600,7600,18900,44900,62100,32700,37900,36200,0.70097506,145,923,43300,38100,7400,21400,54800,81300,39400,43500,44300
Palm Beach State College,Lake Worth,FL,33461-4796,www.palmbeachstate.edu/,1,5,1,5,2,0,1,1,2,3,1,26.6132,-80.0871,NULL,0.50999999,0,26106,17326,2557,NULL,NULL,NULL,2557,NULL,2029,NULL,3712,NULL,6390,NULL,2378,8612,NULL,0.352689963,NULL,0.565081839,0.502027027,0.624838292,0.729452055,5500,6388,5250,4500,83.265375,19000,10750,3000,1750,0.534520328,28700,26400,6400,14400,38400,52100,27600,30500,32600,0.625533402,602,2812,34900,31500,7100,16800,46100,65000,33200,36500,45900
