INSTNM,CITY,STABBR,INSTURL,HCM2,main,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,first_gen,DISTANCEONLY,UGDS,UG,NPT4_PUB,NPT4_PRIV,NPT4_048_PUB,NPT4_048_PRIV,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,C150_4_POOLED,C150_L4_POOLED,RPY_3YR_RT,LO_INC_RPY_3YR_RT,MD_INC_RPY_3YR_RT,HI_INC_RPY_3YR_RT,DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,GRAD_DEBT_MDN10YR,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,gt_25k_p10,count_nwne_p10,count_wne_p10,mn_earn_wne_p10,md_earn_wne_p10,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10,mn_earn_wne_inc1_p10,mn_earn_wne_inc2_p10,mn_earn_wne_inc3_p10,CURROPER
Blake Austin College,Vacaville,CA,blakeaustincollege.edu,0,1,2,1,1,3,38.3785,-121.9456,NULL,NULL,0,321,NULL,NULL,24235,NULL,23651,NULL,24875,NULL,27529,NULL,NULL,33372,NULL,0.866401293,0.760383387,0.716346154,PrivacySuppressed,PrivacySuppressed,9500,9500,9500,9500,117.1821378,17900,17457,6097,4354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Blake Austin College Beauty Academy,Vacaville,CA,http://blakeaustincollege.edu,0,0,2,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18130,NULL,NULL,0.760383387,0.716346154,PrivacySuppressed,PrivacySuppressed,9500,9500,9500,9500,117.1821378,17900,17457,6097,4354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Aviator College of Aeronautical Science and Technology,Fort Pierce,FL,www.aviator.edu,0,1,1,1,2,3,27.4844,-80.3545,0.7,NULL,0,126,NULL,NULL,72265,NULL,71823,NULL,74473,NULL,NULL,64900,64900,NULL,NULL,0.604604651,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Trendsetters School of Beauty & Barbering,Jacksonville,FL,www.trendsettersbeauty.com,0,1,1,1,1,3,30.3118,-81.7175,NULL,NULL,0,36,NULL,NULL,14445,NULL,14445,NULL,NULL,NULL,NULL,NULL,NULL,14400,NULL,0.775875862,0.354166667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,9500,PrivacySuppressed,PrivacySuppressed,NULL,114.784095,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CDA Technical Institute,Jacksonville,FL,commercialdivingacademy.com,0,1,1,1,1,3,30.3923,-81.6468,NULL,NULL,0,375,NULL,NULL,26497,NULL,26377,NULL,27242,NULL,28394,NULL,NULL,21820,NULL,0.914976031,0.81671159,0.741626794,PrivacySuppressed,PrivacySuppressed,7307,7307,7307,4230,81.12267935,7307,7307,4230,4230,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
American Institute of Beauty,Largo,FL,www.aibschool.com,0,1,1,1,1,3,27.9151,-82.7491,NULL,NULL,0,65,NULL,NULL,10402,NULL,10402,NULL,NULL,NULL,NULL,NULL,NULL,14550,NULL,0.428997792,0.205776173,0.170403587,PrivacySuppressed,PrivacySuppressed,9500,9500,PrivacySuppressed,PrivacySuppressed,126.9741459,13000,11500,4750,3166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
North Florida Cosmetology Institute Inc,Tallahassee,FL,www.cosmetologyinst.com,0,1,1,1,1,3,30.477,-84.2946,NULL,NULL,0,167,NULL,NULL,18318,NULL,18296,NULL,18803,NULL,NULL,NULL,NULL,11825,NULL,0.626994595,0.352201258,0.325925926,PrivacySuppressed,PrivacySuppressed,7000,7178,PrivacySuppressed,PrivacySuppressed,105.469475,13000,13000,4836,3166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Florida Academy of Health & Beauty,Wilton Manor,FL,www.flacademyofbeauty.org/,0,1,1,1,1,3,26.157,-80.1542,NULL,NULL,0,29,NULL,NULL,13543,NULL,13543,NULL,NULL,NULL,NULL,NULL,NULL,8050,NULL,0.743607692,PrivacySuppressed,PrivacySuppressed,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Augusta School of Massage,Evans,GA,www.augustamassage.com,0,1,1,1,1,3,33.5292,-82.1355,NULL,NULL,0,64,NULL,NULL,7954,NULL,7954,NULL,NULL,NULL,NULL,NULL,NULL,7400,NULL,0.709127273,0.561403509,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3800,3780.5,PrivacySuppressed,PrivacySuppressed,44.9855066,PrivacySuppressed,6333,3666,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
ATA College,Louisville,KY,www.ata.edu,0,1,2,1,2,3,38.224,-85.5666,NULL,NULL,0,427,NULL,NULL,22591,NULL,22591,NULL,NULL,NULL,NULL,11185,11185,NULL,NULL,0.663954098,0.432525952,0.385113269,PrivacySuppressed,PrivacySuppressed,14167,14250,13222,PrivacySuppressed,190.278035,27000,22279,9500,4750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
SUM Bible College and Theological Seminary,Oakland,CA,www.sum.edu,0,1,1,3,4,2,37.7341,-122.1778,NULL,NULL,0,348,NULL,NULL,23392,NULL,22810,NULL,24249,NULL,26941,7946,7946,NULL,0.434776087,NULL,0.620689655,0.632653061,PrivacySuppressed,PrivacySuppressed,15500,16026,15643,PrivacySuppressed,300.9044122,32501,26833,6334,3500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Compass Career College,Hammond,LA,www.compasscareercollege.net,0,1,1,1,1,3,30.4767,-90.4797,NULL,NULL,0,162,NULL,NULL,16993,NULL,16993,NULL,NULL,NULL,NULL,NULL,NULL,12800,NULL,0.624333333,0.290640394,0.281609195,PrivacySuppressed,PrivacySuppressed,9500,9500,PrivacySuppressed,PrivacySuppressed,105.469475,16500,10890,4750,4750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Hair Expressions Academy,Rockville,MD,www.hairex.com,0,1,1,1,1,3,39.0614,-77.1159,NULL,NULL,0,45,NULL,NULL,13765,NULL,13602,NULL,13957,NULL,16458,NULL,NULL,16300,NULL,0.86664,0.679389313,0.613333333,PrivacySuppressed,PrivacySuppressed,9500,9500,9500,9833,109.1664577,15200,11000,4936,2750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Nuvo College of Cosmetology,Norton Shores,MI,www.nuvocollege.com,0,1,1,1,1,3,43.1758,-86.2199,NULL,NULL,0,44,NULL,NULL,6152,NULL,6117,NULL,8140,NULL,NULL,NULL,NULL,9445,NULL,0.754259322,0.466666667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,72.90161133,PrivacySuppressed,9500,3500,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WellSpring School of Allied Health-Kansas City,Kansas City,MO,www.wellspring.edu,0,1,2,1,1,3,38.9632,-94.605,NULL,NULL,0,125,NULL,NULL,17917,NULL,16975,NULL,19364,NULL,21919,NULL,NULL,24000,NULL,0.8182,0.735426009,0.691176471,PrivacySuppressed,PrivacySuppressed,7125,7125,7125,PrivacySuppressed,87.89492985,9500,9500,3547,2038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Hair Academy 110,Kirksville,MO,nocache.homestead.com/hstrial-TMiller517/index.html,0,1,1,1,1,3,40.1951,-92.5829,NULL,NULL,0,20,NULL,NULL,7716,NULL,7716,NULL,NULL,NULL,NULL,NULL,NULL,10700,NULL,0.7895,0.366666667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Healing Touch Career College,Hattiesburg,MS,healingtouchms.com,0,1,1,1,1,3,31.3219,-89.3624,NULL,NULL,0,134,NULL,NULL,24759,NULL,24759,NULL,NULL,NULL,NULL,NULL,NULL,10900,NULL,0.87499375,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7114,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,78.9799837,7114,7114,7114,5510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
The Salon Professional Academy-Fargo,Fargo,ND,www.tspafargo.com,0,1,1,1,1,3,46.859,-96.8587,NULL,NULL,0,90,NULL,NULL,11828,NULL,11828,NULL,NULL,NULL,NULL,NULL,NULL,15490,NULL,0.815785526,0.75,0.625,PrivacySuppressed,PrivacySuppressed,9500,9500,9460,7969.5,111.0205,18927,12000,5500,3097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Massage Therapy Trainining Institute,Las Cruces,NM,www.mtti.org,0,1,1,1,1,3,32.3104,-106.8161,NULL,NULL,0,25,NULL,NULL,12338,NULL,12338,NULL,NULL,NULL,NULL,NULL,NULL,7138,NULL,0.588229412,0.716981132,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4400,4400,PrivacySuppressed,PrivacySuppressed,50.91955233,PrivacySuppressed,7600,3860,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Institute of Professional Careers,Las Vegas,NV,www.ipclasvegas.com/,0,1,1,1,1,3,36.1083,-115.1187,NULL,NULL,0,7,NULL,NULL,16577,NULL,16577,NULL,NULL,NULL,NULL,NULL,NULL,11350,NULL,0.722213889,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,72.79614185,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Aveda Institute-New York,New York,NY,aveda.edu/new-york/,0,1,1,1,1,3,40.7258,-74.0048,NULL,NULL,0,238,NULL,NULL,21109,NULL,20728,NULL,22013,NULL,24064,NULL,NULL,15834,NULL,0.817874834,0.860182371,0.843023256,PrivacySuppressed,PrivacySuppressed,6333,6333,6333,PrivacySuppressed,70.30928265,9500,9500,5500,2750.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Northwest Regional Technology Institute,Erie,PA,www.nwrti.com,0,1,1,1,1,3,42.1074,-80.0709,NULL,NULL,0,18,NULL,NULL,8335,NULL,8335,NULL,NULL,NULL,NULL,NULL,NULL,7750,NULL,0.749997561,0.644444444,PrivacySuppressed,PrivacySuppressed,NULL,6334,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,105.469475,PrivacySuppressed,9500,3167,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
National Massage Therapy Institute,Philadelphia,PA,www.studymassage.com,0,1,1,1,2,3,40.1061,-75.0022,NULL,NULL,0,599,NULL,NULL,21985,NULL,21535,NULL,23350,NULL,25821,NULL,NULL,14175,NULL,0.643852762,0.585956416,0.534640523,0.623529412,0.78358209,9290,9290,9453,PrivacySuppressed,104.9476787,9619,9500,5152,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
MyrAngel Beauty Institute,San Lorenzo,PR,myrangelbeautyinstitute.com,0,1,1,1,1,3,18.1896,-65.9609,NULL,NULL,0,120,NULL,NULL,11413,NULL,11404,NULL,11790,NULL,NULL,NULL,NULL,8695,NULL,0.838720072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Institute of Hair Design,Adamsville,TN,www.instituteofhairdesign.com,0,1,1,1,1,3,35.2433,-88.3925,NULL,NULL,0,39,NULL,NULL,11931,NULL,11931,NULL,NULL,NULL,NULL,NULL,NULL,12890,NULL,0.666670588,0.466666667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,6566.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,99.91845,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Tennessee Career Institute,Columbia,TN,tnci.edu,0,1,1,1,1,3,35.5998,-87.0779,NULL,NULL,0,121,NULL,NULL,8995,NULL,8995,NULL,NULL,NULL,NULL,NULL,NULL,18345,NULL,0.606462037,0.371559633,0.3125,PrivacySuppressed,PrivacySuppressed,6817,6792,PrivacySuppressed,PrivacySuppressed,81.76659825,11792,9100,4800,3050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Texas Health School,Houston,TX,ths.edu,0,1,1,1,1,3,29.7835,-95.5797,NULL,NULL,0,178,NULL,NULL,14530,NULL,14405,NULL,16167,NULL,18422,NULL,NULL,13315,NULL,0.845680962,0.643678161,0.606557377,PrivacySuppressed,PrivacySuppressed,5175,5165,PrivacySuppressed,PrivacySuppressed,69.942915,7400,6725,4211,2414,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Mai-trix Beauty College,Houston,TX,www.maitrixbeautycollege.com,1,1,1,1,1,3,29.8474,-95.5035,NULL,NULL,0,53,NULL,NULL,11714,NULL,11714,NULL,NULL,NULL,NULL,NULL,NULL,10033,NULL,0.349233333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
North West Beauty School,Houston,TX,nwbs.edu,0,1,1,1,1,3,29.8612,-95.473,NULL,NULL,0,45,NULL,NULL,14322,NULL,14322,NULL,14323,NULL,NULL,NULL,NULL,13500,NULL,0.772734091,PrivacySuppressed,PrivacySuppressed,NULL,NULL,7500,PrivacySuppressed,PrivacySuppressed,NULL,105.469475,PrivacySuppressed,9500,4750,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Maximum Style Tec School of Cosmetology,Logan,UT,mstsc.edu/Maximum/Home.html,0,1,1,1,1,3,41.7271,-111.8339,NULL,NULL,0,42,NULL,NULL,6649,NULL,6206,NULL,7901,NULL,10949,NULL,NULL,12350,NULL,0.73336,0.605263158,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7602,8899,PrivacySuppressed,PrivacySuppressed,94.75599675,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Careers Unlimited,Orem,UT,www.ucdh.edu,0,1,1,3,3,3,40.2749,-111.7314,NULL,NULL,0,176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9674,NULL,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,28895,32895,30744,19937,320.7937348,32895,32895,19937,14177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Mountainland Applied Technology College,Lehi,UT,www.mlatc.edu/,0,1,1,1,1,1,40.4203,-111.886,NULL,NULL,0,815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,496,NULL,0.845572513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Avi Career Training,Great Falls,VA,www.AviCareerTraining.com,0,1,1,1,1,3,38.9743,-77.2967,NULL,NULL,0,23,NULL,NULL,21012,NULL,21012,NULL,22591,NULL,NULL,NULL,NULL,15900,NULL,0.825263107,0.64516129,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,10282.5,10613,PrivacySuppressed,PrivacySuppressed,117.226546,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Mountain State School of Massage,Charleston,WV,www.mtnstmassage.com,0,1,1,1,1,3,38.3175,-81.5796,NULL,NULL,0,21,NULL,NULL,20019,NULL,19773,NULL,21214,NULL,22596,NULL,NULL,10922,NULL,0.873746602,0.448979592,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,8179,8181,PrivacySuppressed,PrivacySuppressed,90.82587105,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Doane College-Lincoln Grand Island and Master,Lincoln,NE,www.doane.edu,0,0,2,3,4,2,40.8155,-96.6508,NULL,NULL,0,721,NULL,NULL,7366,NULL,7366,NULL,7366,NULL,NULL,9065,9065,NULL,0,NULL,0.897755611,0.845070423,PrivacySuppressed,PrivacySuppressed,18624,17260,19480,PrivacySuppressed,250.1180845,32000,27000,8885,4550,0.817275763,42,602,46700,42300,14600,30700,56800,77400,43100,47100,48200,1
Shorter University-College of Adult & Professional Programs,Marietta,GA,www.shorter.edu/CAPP/,0,0,2,2,4,2,33.908,-84.4279,NULL,NULL,0,922,NULL,NULL,27016,NULL,25903,NULL,26860,NULL,30910,8160,8160,NULL,0.475695146,NULL,0.633802817,0.534340659,PrivacySuppressed,PrivacySuppressed,25250,25563,26000,PrivacySuppressed,305.0288238,50563,36106,12500,5500,0.783666372,130,1151,48100,43000,12100,27500,62800,85400,35900,46500,56600,1
The Art Institute of Indianapolis,Indianapolis,IN,www.aii.edu/indianapolis,0,0,33,3,3,3,39.9203,-86.2219,NULL,NULL,0,862,NULL,NULL,26323,NULL,24565,NULL,25842,NULL,30922,14824,14824,NULL,0.231265986,NULL,0.289359316,0.238971998,PrivacySuppressed,PrivacySuppressed,12136.5,11341,14130,13423,239.793178,27673,20700,5200,2890,0.51184833,87,422,29100,25200,6200,15200,39500,53800,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Eastern International College-Belleville,Belleville,NJ,www.eicollege.edu,0,0,2,2,2,3,40.7639,-74.2204,NULL,NULL,0,216,NULL,NULL,17617,NULL,17582,NULL,18760,NULL,NULL,NULL,NULL,45000,NULL,0.910341379,0.558069382,0.520467836,PrivacySuppressed,PrivacySuppressed,13500,11666,PrivacySuppressed,PrivacySuppressed,238.477585,30824,24050,6045,3120,0.654676259,41,139,35600,31900,7400,17400,49300,67100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
San Joaquin Valley College-Rancho Cordova,Rancho Cordova,CA,www.sjvc.edu,0,0,12,2,2,3,38.5967,-121.2803,NULL,NULL,0,144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20450,20450,NULL,NULL,0.734734694,0.426538462,0.380977683,0.517018779,PrivacySuppressed,14000,14218,14750,12000,218.1386294,20000,20000,9500,4409,0.540315092,637,2158,30900,26900,5400,13700,42100,61500,28200,34800,41700,1
MedTech College,Indianapolis,IN,www.medtech.edu/,0,1,5,2,2,3,39.8918,-86.0532,NULL,NULL,0,603,NULL,NULL,21836,NULL,21209,NULL,22662,NULL,26696,NULL,NULL,44900,NULL,0.608585321,0.578210895,0.527777778,PrivacySuppressed,PrivacySuppressed,15834,14750,18646.5,15833,222.041,27000,21000,6334,3167,0.59375,34,96,37100,29300,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Broken Arrow Beauty College-Tulsa,Tulsa,OK,www.babeautycollege.com,0,0,2,1,1,3,36.0604,-95.8528,NULL,NULL,0,88,NULL,NULL,13870,NULL,13870,NULL,14608,NULL,NULL,NULL,NULL,11475,NULL,0.69094,0.548717949,0.492857143,PrivacySuppressed,PrivacySuppressed,9500,9500,8440,9666.5,109.1664577,15680,14800,5459,3666,0.324999988,30,80,21000,16600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Universal Technical Institute of Northern California Inc,Sacramento,CA,www.uti.edu/,0,0,3,1,1,3,38.6458,-121.5295,NULL,NULL,0,1916,NULL,NULL,18965,NULL,17874,NULL,19759,NULL,22799,NULL,NULL,40900,NULL,0.639281489,0.591099916,0.497944593,0.653325308,PrivacySuppressed,16035,16325,16000,12000,205.1769861,24500,20000,9500,4750,0.653921545,873,3060,35900,33800,7100,18700,47600,64200,31700,38000,40800,1
ITT Technical Institute-Charlotte South,Charlotte,NC,www.itt-tech.edu,0,0,141,2,3,3,35.1821,-80.9211,0.9487,NULL,0,369,NULL,NULL,20821,NULL,20740,NULL,22030,NULL,NULL,18048,18048,NULL,0.341864103,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100,1
ITT Technical Institute-Clovis,Clovis,CA,www.itt-tech.edu,0,0,141,2,3,3,36.8366,-119.7013,0.929,NULL,0,439,NULL,NULL,22663,NULL,22016,NULL,23593,NULL,25989,18048,18048,NULL,0.369147651,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100,1
ITT Technical Institute-Dunmore,Dunmore,PA,www.itt-tech.edu,0,0,141,2,2,3,41.4153,-75.6155,0.8837,NULL,0,186,NULL,NULL,18691,NULL,16275,NULL,19459,NULL,23069,18048,18048,NULL,NULL,0.272720202,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100,1
ITT Technical Institute-Swartz Creek,Swartz Creek,MI,www.itt-tech.edu,0,0,141,2,3,3,42.9657,-83.802,0.9831,NULL,0,402,NULL,NULL,24178,NULL,23688,NULL,24676,NULL,26994,18048,18048,NULL,0.337965505,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100,1
ITT Technical Institute-Lexington,Lexington,KY,www.itt-tech.edu,0,0,141,2,3,3,38.0325,-84.4469,0.7558,NULL,0,242,NULL,NULL,23641,NULL,23246,NULL,24131,NULL,26844,18048,18048,NULL,0.242576923,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100,1
ITT Technical Institute-Maumee,Maumee,OH,www.itt-tech.edu,0,0,141,2,3,3,41.6112,-83.6891,0.7615,NULL,0,219,NULL,NULL,23366,NULL,22883,NULL,24778,NULL,27523,18048,18048,NULL,0.224790698,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100,1
ITT Technical Institute-Oklahoma City,Oklahoma City,OK,www.itt-tech.edu,0,0,141,2,3,3,35.5222,-97.5453,0.6635,NULL,0,408,NULL,NULL,23521,NULL,23048,NULL,25792,NULL,28238,18048,18048,NULL,0.273522222,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100,1
ITT Technical Institute-Tulsa,Tulsa,OK,www.itt-tech.edu,0,0,141,2,3,3,36.0761,-95.8822,0.7523,NULL,0,519,NULL,NULL,22695,NULL,22335,NULL,24303,NULL,27803,18048,18048,NULL,0.20589902,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100,1
University of Phoenix-Columbia Campus,Columbia,SC,www.phoenix.edu,0,0,71,3,4,3,34.0988,-80.9559,NULL,NULL,0,718,NULL,NULL,18061,NULL,17869,NULL,19991,NULL,23434,10231,10231,NULL,0.112802256,NULL,0.406534043,0.32355328,0.520819191,0.668733423,18532,14266,24592,24329,394.122775,49250,34308,5860,2172,0.814917386,8072,55613,60500,53400,13300,32300,79600,110100,41600,56700,78400,1
The Art Institute of California-Argosy University Inland Empire,San Bernardino,CA,www.artinstitutes.edu/inlandempire,0,0,28,2,3,3,34.0714,-117.27,NULL,NULL,0,2307,NULL,NULL,26228,NULL,24800,NULL,27191,NULL,31333,18748,18748,NULL,0.335904688,NULL,0.370393247,0.299601711,0.486633439,PrivacySuppressed,9500,8732.5,9500,9500,159.0146622,30774,16641,4750,2167,0.722705305,158,1035,41800,38200,8900,23100,56100,75000,39700,42200,44600,1
National American University-Zona Rosa,Kansas City,MO,www.national.edu/locations/missouri/zona-rosa,0,0,31,2,3,3,38.9673,-94.5009,NULL,NULL,0,476,NULL,NULL,17949,NULL,16568,NULL,NULL,NULL,22091,12315,12315,NULL,0.21277234,NULL,0.483529767,0.420072551,0.56039916,0.695009242,10490.5,9500,15834,17240,382.8652963,38819,23412.5,4655.5,3069,0.691394687,292,1685,43000,37800,8100,20600,57800,82600,30500,45600,58700,1
West Hills College-Lemoore,Lemoore,CA,www.westhillscollege.com,0,1,1,2,2,1,36.2924,-119.8239,NULL,NULL,0,3799,NULL,6950,NULL,6950,NULL,NULL,NULL,NULL,NULL,1380,9000,NULL,NULL,0.193188312,0.376237624,0.3125,PrivacySuppressed,PrivacySuppressed,7000,7000,6750,PrivacySuppressed,105.469475,19000,13000,4244,2750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
